data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7455818,148,CHA1163,1163,20201206,2020,1,Violence against civilians,Abduction/forced disappearance,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Civilians (Chad),Women (Chad),7,27,Middle Africa,Chad,Lac,Mamdi,Bol,Ngouboua,13.528,14.0174,2,Undisclosed Source,Local partner-Other,"On 6 December 2020, Boko Haram militants kidnapped several women during an incursion in the village of Fougou, situated 2km west of Ngouboua (Lac, Mamdi).",0,1610409646,TCD
7395445,148,CHA1158,1158,20201201,2020,1,Explosions/Remote violence,Remote explosive/landmine/IED,Islamic State (West Africa),,2,Military Forces of Chad (1990-),,1,12,Middle Africa,Chad,Lac,Mamdi,Bol,Ngouboua,13.528,14.0174,2,Amaq,New media,"On 1 December 2020, ISWAP militants conducted an IED attack against two Chadian army boats at the lakeside near Ngouboua (Lac, Mamdi). According to Amaq (IS source), 30 soldiers were reportedly killed, however, this could not be independently verified.",0,1607976270,TCD
7330341,148,CHA1157,1157,20201130,2020,1,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Civilians (Chad),Fishermen (Chad),7,27,Middle Africa,Chad,Lac,Fouli,Liwa,Kaiga Kindjiria,13.9642,13.6965,2,Undisclosed Source,Local partner-Other,"On 30 November 2020, JAS militants attacked a group of fishermen in a village situated 5km West of Kaiga Kindjiria (Lac, Fouli), killing two and wounding another.",2,1607375003,TCD
7330355,148,CHA1156,1156,20201128,2020,1,Strategic developments,Disrupted weapons use,Military Forces of Chad (1990-),,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Middle Africa,Chad,Lac,Fouli,Liwa,Liwa,13.8681,14.2645,2,Undisclosed Source,Local partner-Other,"Defusal: On 28 November 2020, the Chadian army discovered and defused IEDs planted by JAS militants in Diamarom, situated 50km North of Liwa (Lac, Fouli) .",0,1607375003,TCD
7330340,148,CHA1155,1155,20201127,2020,1,Violence against civilians,Abduction/forced disappearance,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Civilians (Chad),Fishermen (Chad),7,27,Middle Africa,Chad,Lac,Fouli,Liwa,Kaiga Kindjiria,13.9642,13.6965,2,Undisclosed Source,Local partner-Other,"On 27 November 2020, presumed JAS militants abducted two civilians, among them a fisherman, 10km west of Kaiga Kindjiria (Lac, Fouli).",0,1607375003,TCD
7313189,148,CHA1153,1153,20201125,2020,1,Battles,Armed clash,Unidentified Communal Militia (Chad),Pastoralists (Chad),4,Unidentified Communal Militia (Chad),Farmers (Chad),4,44,Middle Africa,Chad,Mayo-Kebbi Est,Kabbia,Berem,Berem,9.487,15.3879,2,BBC News; Alwihda (Chad),National-International,"On 25 November 2020, pastoralists clashed with farmers using arrows and machetes in the villages of the Berem locality (Mayo-Kebbi Est, Kabbia). 10 people, among them a child, were reportedly killed.",10,1606769176,TCD
7313190,148,CHA1154,1154,20201125,2020,1,Strategic developments,Arrests,Police Forces of Chad (1990-),,1,Civilians (Chad),Farmers (Chad); Pastoralists (Chad),7,17,Middle Africa,Chad,Mayo-Kebbi Est,Mayo-Boneye,Kim,Gounou Gaya,9.6294,15.5132,2,Alwihda (Chad); BBC News,National-International,"Arrests: On 25 November 2020, 67 people among them farmers and pastoralists were arrested by the police in the Gounou Gaya area (Mayo-Kebbi Est, Mano Boneye) for their direct or indirect participation in the clashes that took place between pastoralists and farmers earlier in the region.",0,1606769176,TCD
7313188,148,CHA1152,1152,20201124,2020,1,Explosions/Remote violence,Remote explosive/landmine/IED,Islamic State (West Africa),,2,Military Forces of Chad (1990-),,1,12,Middle Africa,Chad,Lac,Mamdi,Bol,Ngouboua,13.528,14.0174,2,BBC News; Amaq; GardaWorld,New media-Regional,"On 24 November 2020, an IED planted by ISWAP militants destroyed a Chadian army boat near Ngouboua (Lac, Mamdi), killing 4 soldiers according to the Chadian Army. ISWAP however reported that the incident led to the killing of dozens of Chadian soldiers and 4 Canadian soldiers.",4,1606769176,TCD
7313513,148,CHA1151,1151,20201124,2020,1,Protests,Peaceful protest,Protesters (Chad),Students (Chad),6,,,0,60,Middle Africa,Chad,N'Djamena,N'Djamena,Ndjamena,NDjamena,12.1085,15.0482,1,Journal du Tchad,National,"On 24 November 2020, students at Walia high school held a protest sit-in in Ndjamena (N'Djamena) to denounce the change of the name of their school. [size=no report]",0,1606769178,TCD
7329603,148,CHA1149,1149,20201123,2020,2,Battles,Armed clash,Fulani Ethnic Militia (Chad),Pastoralists (Chad),4,Moussey Ethnic Militia (Chad),Farmers (Chad),4,44,Middle Africa,Chad,Mayo-Kebbi Est,Kabbia,Berem,Bele,9.3918,15.3965,1,Journal du Tchad; Alwihda (Chad),National,"Around 23 November 2020, Fulani pastoralists clashed with Mousseye farmers using arrows and machetes in the village of Bele (Mayo-Kebbi Est, Kabbia). The reason for the dispute was not reported. Villages were set ablaze during the clashes. Around fifteen people were killed and several injured.",15,1607374999,TCD
7329604,148,CHA1150,1150,20201123,2020,2,Battles,Armed clash,Fulani Ethnic Militia (Chad),Pastoralists (Chad),4,Moussey Ethnic Militia (Chad),Farmers (Chad),4,44,Middle Africa,Chad,Mayo-Kebbi Est,Mayo-Boneye,Kim,Gounou Gaya,9.6294,15.5132,2,Journal du Tchad; Alwihda (Chad),National,"Around 23 November 2020, Fulani pastoralists and Mousseye farmers clashed using arrows and machetes in the villages near Gounou Gaya, including in Dawal, Keni Berem, Kasing and Vaizoum (Mayo-Kebbi Est, Mano Boneye). Several houses were burned during the clashes. A total of 23 people were reportedly killed in Bele and in these villages.",8,1607374999,TCD
7307184,148,CHA1148,1148,20201118,2020,1,Explosions/Remote violence,Remote explosive/landmine/IED,Islamic State (West Africa),,2,Military Forces of Chad (1990-),,1,12,Middle Africa,Chad,Lac,Mamdi,Bol,Litri,13.4016,13.8658,2,Amaq,New media,"On 18 November 2020, an IED device planted by ISWAP militants exploded in the path of a Chadian army boat between Gumbo and Litri (Lac, Mamdi), killing dozens of soldiers and sinking the boat.",12,1606158329,TCD
7302079,148,CHA1147,1147,20201109,2020,1,Protests,Protest with intervention,Protesters (Chad),Students (Chad),6,Police Forces of Chad (1990-) Mobile Intervention Unit,,1,16,Middle Africa,Chad,N'Djamena,N'Djamena,Ndjamena,Ndjamena,12.1085,15.0482,1,Journal du Tchad,National,"On 9 November 2020, the Chadian Mobile Intervention Unit dispersed a gathering of students of Walia high school in Ndjamena (N'Djamena). Protesters were expressing their solidarity with a strike held by teachers. [size=no report]",0,1605559069,TCD
7296944,148,CHA1146,1146,20201106,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Sudan),,3,Civilians (Chad),,7,37,Middle Africa,Chad,Ouaddai,Assoungha,Guergne,Adre,13.4667,22.2,2,Darfur 24,Regional,"On 6 November 2020, an unidentified Sudanese armed group killed a Chadian civilian and took his motorcycle in the Chadian part of the border with Sudan, coded at the border city of Adrea (Ouaddai, Assoungha), before retreating to Darfur region in Sudan.",1,1604956851,TCD
7296681,148,CHA1145,1145,20201105,2020,1,Protests,Protest with intervention,Protesters (Chad),Transformers,6,Police Forces of Chad (1990-) Mobile Intervention Unit,,1,16,Middle Africa,Chad,N'Djamena,N'Djamena,Ndjamena,Ndjamena,12.1085,15.0482,1,Alwihda (Chad); Undisclosed Source,Local partner-Other,"On 5 November 2020, Chadian intervention forces used tear gas and fired live ammunition to disperse the protest of the Transformers political party members in Ndjamena (Ndjamena). Some activists were injured. [size=no report]",0,1604956850,TCD
7297238,148,CHA1144,1144,20201103,2020,2,Violence against civilians,Attack,Islamic State (West Africa),,2,Civilians (Chad),,7,27,Middle Africa,Chad,Lac,Kaya,Ngouboua,Barkaram,13.4486,13.8438,1,Undisclosed Source,Local partner-Other,"Around 3 November 2020, ISWAP militants attacked the village of Barkaram (Lac, Mamdi), killing 2 civilians and kidnapping 2.",2,1604956852,TCD
7297256,148,CHA1143,1143,20201102,2020,1,Protests,Protest with intervention,Protesters (Chad),Students (Chad),6,Police Forces of Chad (1990-) Mobile Intervention Unit,,1,16,Middle Africa,Chad,Ouaddai,Ouara,Kachimel-Abeche,Abeche,13.829,20.832,1,Undisclosed Source,Local partner-Other,"On 2 November 2020, the Chadian police dispersed a gathering of students of the French-Arabic school in Abeche (Ouaddai, Ouara). Protesters were denouncing the cancellation of classes due to a strike held by teachers. [size=no report]",0,1604956853,TCD
7270733,148,CHA1142,1142,20201026,2020,1,Protests,Peaceful protest,Protesters (Chad),Students (Chad),6,,,0,60,Middle Africa,Chad,N'Djamena,N'Djamena,Ndjamena,NDjamena,12.1085,15.0482,1,Alwihda (Chad),National,"On 26 October 2020, students gathered at schools in Ndjamena (N'Djamena) to denounce the cancellation of classes due to the teachers' strike. [size=no report]",0,1604351343,TCD
7271261,148,CHA1141,1141,20201020,2020,1,Battles,Armed clash,Torrok Communal Militia (Chad),Farmers (Chad),4,Torrok Communal Militia (Chad),Pastoralists (Chad),4,44,Middle Africa,Chad,Mayo-Kebbi Ouest,Mayo-Dallah,Erde-Pala,Pala,9.3522,14.9675,2,Undisclosed Source,Local partner-Other,"On 20 October 2020, farmers and pastoralists clashed with arrows and rocks over a land dispute in the village of Torrok, situated 30km from Pala (Mayo-Kebi Ouest, Mayo-Dallah). Three people were seriously injured.",0,1604351347,TCD
7258328,148,CHA1140,1140,20201019,2020,1,Battles,Armed clash,Islamic State (West Africa),,2,Military Forces of Chad (1990-),,1,12,Middle Africa,Chad,Lac,Mamdi,Bol,Ngouboua,13.528,14.0174,2,Amaq; Toumai Web Medias; GardaWorld; Undisclosed Source,Local partner-Other,"On 19 October 2020, ISWAP militants ambushed a convoy of civilians escorted by Chadian soldiers with an IED and machine guns, 11km from Ngouboua (Lac, Mamdi). Between 6 and 13 Chadian soldiers and four civilians were reportedly killed, while a dozen others were reportedly injured.",10,1603753023,TCD
7259009,148,CHA1139,1139,20201018,2020,1,Battles,Armed clash,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Military Forces of Chad (1990-),,1,12,Middle Africa,Chad,Lac,Fouli,Liwa,Kaiga Kindjiria,13.9642,13.6965,1,Undisclosed Source,Local partner-Other,"On 18 October 2020, presumed Ba Koura JAS militants ambushed a Chadian army patrol killing three soldiers in Kindjiria (Lac, Fouli).",3,1603753027,TCD
7244373,148,CHA1138,1138,20201008,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Chad),,3,Civilians (Chad),,7,37,Middle Africa,Chad,Mayo-Kebbi Ouest,Mayo-Dallah,Erde-Pala,Pala,9.3522,14.9675,2,Alwihda (Chad),National,"On 8 October 2020, unidentified armed men on motorcycles opened fire and killed a civilian in Gongla situated in Pala (Mayo-Kebbi Ouest, Mayo-Dallah).",1,1602533441,TCD
7252952,148,CHA1137,1137,20201007,2020,2,Riots,Mob violence,Rioters (Chad),Farmers (Chad),5,Rioters (Chad),Pastoralists (Chad),5,55,Middle Africa,Chad,Mayo-Kebbi Ouest,Mayo-Dallah,Erde-Pala,Pala,9.3522,14.9675,2,Toumai Web Medias,National,"Around 7 October 2020 (as reported), farmers and pastoralists clashed over a land dispute in the village of Nguette situated 35km from Pala (Mayo-Kebi Ouest, Mayo-Dallah). One person was reported killed and another one is missing. [size=no report]",1,1603142908,TCD
7252996,148,CHA1136,1136,20201003,2020,1,Strategic developments,Disrupted weapons use,Unidentified Armed Group (Chad),,3,,,0,30,Middle Africa,Chad,Lac,Fouli,Kaiga-Kindjiria,Yakou,13.9911,13.7472,1,Undisclosed Source,Local partner-Other,"On 3 October 2020, an IED exploded at the passage of a donkey in Yakou (Lac). No damages or causalities were reported.",0,1603142908,TCD
7244157,148,CHA1135,1135,20200928,2020,2,Battles,Armed clash,Islamic State (West Africa),,2,Military Forces of Chad (1990-),,1,12,Middle Africa,Chad,Lac,Mamdi,Bol,Ngouboua,13.528,14.0174,2,Undisclosed Source; Al Nabaa,Local partner-Other,"Around 28 September 2020, ISWAP militants ambushed Chadian troops near Maria situated 31 km southwest of Ngouboua (Lac, Mamdi). Two Chadian soldiers and one civilian were reportedly killed.",3,1602533440,TCD
7233193,148,CHA1131,1131,20200924,2020,1,Battles,Armed clash,Military Forces of Chad (1990-),,1,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Middle Africa,Chad,Lac,Mamdi,Bol,Ngouboua,13.528,14.0174,2,Alwihda (Chad); AFP; Tchadinfos,National-International,"On 24 September 2020, Chadian Armed Forces clashed with Boko Haram at Barkalam and Bilabrim, near the Chad-Nigeria Border (coded as Ngouboua, Kaya, Lac). 15 BH fighters were killed in Barkalam and 5 in Bilabrim. 2 soldiers were injured in Bilabrim. 12 hostages were freed.",20,1601324147,TCD
7227746,148,CHA1129,1129,20200917,2020,1,Battles,Armed clash,Military Forces of Chad (1990-),,1,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Middle Africa,Chad,Lac,Mamdi,Bol,Bol,13.5,14.6833,3,AFP,International,"On 17 September 2020, Chadian Armed Forces attacked a base of Boko Haram in the Lake Chad region (coded as province Lac). 10 soldiers were killed.",10,1600717736,TCD
7227801,148,CHA1130,1130,20200917,2020,1,Violence against civilians,Attack,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Civilians (Chad),,7,27,Middle Africa,Chad,Lac,Mamdi,Kangalom,Koulfoua,13.2221,14.4444,1,Alwihda (Chad),National,"On 17 September 2020, Boko Haram attacked the island of Koulfoua (Mamdi, Lac) in Lac Chad and looted the village.",0,1600717737,TCD
7228102,148,CHA1128,1128,20200911,2020,1,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Civilians (Chad),Refugees/IDPs (Chad); Women (Chad),7,27,Middle Africa,Chad,Lac,Fouli,Daboua,Tataverom,14.3849,13.6902,1,Undisclosed Source,Local partner-Other,"On 11 September 2020, suspected Boko Haram (JAS) militants made an incursion into an IDP site in Tataverom and killed two men and abducted a woman.",2,1600717737,TCD
7202448,148,CHA1127,1127,20200907,2020,2,Battles,Armed clash,Toros-Boros Militia (Sudan),Miners (Sudan),4,Military Forces of Chad (1990-),,1,14,Middle Africa,Chad,Tibesti,Tibesti Ouest,Tibesti,Kouri Bougoudi,23.4438,15.9978,2,Le Tchadanthropus,National,"Around 7 September 2020 (as reported), members of the Sudanese Toros Boros gold miner militia clashed with Chadian Armed Forces around Kouri Bougoudi (Tibesti Ouest, Tibesti). 1 soldier was killed and 1 injured.",1,1600112998,TCD
7187597,148,CHA1125,1125,20200905,2020,1,Explosions/Remote violence,Remote explosive/landmine/IED,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Military Forces of Chad (1990-),,1,12,Middle Africa,Chad,Lac,Mamdi,Bol,Bol,13.5,14.6833,3,AFP,International,"On 5 September 2020, Boko Haram planted an IED in the Lake Chad area (coded as Bol in Lac province), killing 3 Chadian soldiers and wounded 8.",3,1599525366,TCD
7202447,148,CHA1126,1126,20200904,2020,1,Riots,Violent demonstration,Rioters (Chad),,5,Civilians (Chad),Government of Chad (1990-),7,57,Middle Africa,Chad,Tibesti,Tibesti Ouest,Tibesti,Kouri Bougoudi,23.4438,15.9978,1,Le Tchadanthropus,National,"On 4 September 2020, demonstrators gathered in Kouri (Tibesti Ouest, Tibesti) over the alleged imposition of corrupt administrative officials by the Central Government. The group attacked an administrative official and almost lynched the victim. [size=no report]",0,1600112998,TCD
7186859,148,CHA1124,1124,20200903,2020,1,Battles,Armed clash,Unidentified Armed Group (Chad),,3,Military Forces of Chad (1990-),,1,13,Middle Africa,Chad,Tibesti,Tibesti Ouest,Tibesti,Kouri Bougoudi,23.4438,15.9978,1,AFP; Toubou Media,New media-International,"On 3 September 2020, unidentified gunmen attacked Chadian soldiers at Kouri Bougoudi (Tibesti Ouest, Tibesti). 3 soldiers were killed and 2 injured.",3,1599525364,TCD
7233390,148,CHA1134,1134,20200829,2020,1,Strategic developments,Arrests,Military Forces of Chad (1990-),Police Forces of Chad (1990-),1,Civilians (Chad),Farmers (Chad); Unidentified Communal Group (Chad),7,17,Middle Africa,Chad,Tandjile,Tandjile Est,Gabri Ngolo,Gabri Ngolo,9.2639,16.386,2,Alwihda (Chad),National,"On 29 August 2020, defense and security forces arrested 43 people, including the Gabri-Ngolo canton chief, three village chiefs and administrators in the area of Gabri Ngolo (Tandjile Est, Tandjile). Those arrested are believed to be involved or having incited an attack against an Arab pastoralist funeral amid fighting over stolen cattle in the area of Bourou.",0,1601324148,TCD
7233388,148,CHA1133,1133,20200828,2020,1,Violence against civilians,Attack,Unidentified Ethnic Militia (Chad),Farmers (Chad),4,Civilians (Chad),Arab Ethnic Group (Chad); Pastoralists (Chad),7,47,Middle Africa,Chad,Logone Occidental,Ngourkosso,Bourou,Bourou,9.053,16.3578,2,Alwihda (Chad),National,"On 28 August 2020, farmers equipped with hunting rifles and machetes attacked an Arab pastoralist funeral in the area of Bourou (Ngourkosso, Logone Occidental). At least nine people were killed in the attack, believed to be a reprisal amid fighting between Arab pastoralists and local farmers over stolen cattle.",9,1601324148,TCD
7233389,148,CHA1132,1132,20200828,2020,1,Riots,Mob violence,Rioters (Chad),Arab Ethnic Group (Chad); Pastoralists (Chad),5,Rioters (Chad),Farmers (Chad),5,55,Middle Africa,Chad,Logone Occidental,Ngourkosso,Bourou,Bourou,9.053,16.3578,2,Alwihda (Chad),National,"On 28 August 2020, Arab pastoralists and farmers clashed in the area of Bourou (Ngourkosso, Logone Occidental). 1 pastoralist was killed in the initial clash which erupted when the pastoralists found a stolen cattle on the property of a farmer. [size=no report]",1,1601324148,TCD
7186858,148,CHA1119,1119,20200822,2020,1,Explosions/Remote violence,Remote explosive/landmine/IED,Islamic State (West Africa),,2,Police Forces of Chad (1990-),,1,12,Middle Africa,Chad,Lac,Mamdi,Bol,Ngouboua,13.528,14.0174,2,Undisclosed Source; Hoop,Local partner-Other,"On 22 August 2020, a vehicle of a mobile customs unit struck an IED between Ngouboua and Ngasha (Mamdi, Lac). One customs officer was killed and three others wounded. The device was likely planted by ISWAP militants. The group said in a statement that an IED detonated against a Chadian army vehicle on August 26, and killed seven soldiers between Ngouboua and Tchoukou Ali.",1,1599525364,TCD
7187830,148,CHA1121,1121,20200820,2020,1,Protests,Protest with intervention,Protesters (Chad),,6,Police Forces of Chad (1990-),,1,16,Middle Africa,Chad,N'Djamena,N'Djamena,Ndjamena,NDjamena,12.1085,15.0482,1,Alwihda (Chad),National,"On 20 August 2020, flood victims demonstrated in N'Djamena (N'Djamena, N'Djamena) over damages and demanded government assistance. Police forces intervened and dispersed the crowd. [size=no report]",0,1599525366,TCD
7189931,148,CHA1118,1118,20200818,2020,1,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Chad),,3,Civilians (Chad),Pastoralists (Chad),7,37,Middle Africa,Chad,Mayo-Kebbi Ouest,Lac Lere,Lere-Tchad,Lere,9.6447,14.2151,2,Undisclosed Source,Local partner-Other,"On 18 August 2020, unknown gunmen abducted four pastoralists in the area of Late, about 45km south of Lere (Lac Lere, Mayo-Kebbi Ouest).",0,1599525371,TCD
7189900,148,CHA1117,1117,20200817,2020,1,Battles,Armed clash,Unidentified Communal Militia (Chad),Pastoralists (Chad),4,Unidentified Communal Militia (Chad),Farmers (Chad),4,44,Middle Africa,Chad,Mayo-Kebbi Ouest,Mayo-Dallah,Erde-Pala,Pala,9.3522,14.9675,2,Undisclosed Source,Local partner-Other,"On 17 August 2020, pastoralists and farmers clashed near Pala (Mayo-Dallah, Mayo-Kebbi Ouest). One person was killed and three others wounded. [size=no report]",1,1599525371,TCD
7187832,148,CHA1120,1120,20200812,2020,1,Battles,Armed clash,Fulani Ethnic Militia (Chad),Pastoralists (Chad),4,Banga-Dormon Communal Militia (Chad),Farmers (Chad),4,44,Middle Africa,Chad,Tandjile,Tandjile Est,Lai,Lai,9.3972,16.3007,2,Alwihda (Chad),National,"On 12 August 2020, Fulani herders and local farmers clashed in Banga-Dormon in the Lai Sub prefecture (Tandjile Est). 4 people were killed and 24 injured.",4,1599525366,TCD
7188662,148,CHA1116,1116,20200810,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Chad),,3,Civilians (Chad),,7,37,Middle Africa,Chad,Lac,Kaya,Ngouboua,Fodio,13.3551,14.1306,1,IOM,Other,"On 10 August 2020, an armed group reportedly targeted the village of Fodio (Kaya, Lac). Outcome not reported and eventual casualties or damages unknown, although the event caused a significant displacement of the local population.",0,1599525368,TCD
7173287,148,CHA1115,1115,20200730,2020,1,Violence against civilians,Attack,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Civilians (Chad),,7,27,Middle Africa,Chad,Lac,Fouli,Liwa,Kaiga Kindjiria,13.9642,13.6965,2,Tchadinfos; AFP,National-International,"On 30 July 2020, Boko Haram attacked Tinana, two kilometres away from Kaiga Kindjira (Fouli, Lac), killed 10 residents, abducted 2 and injured many. The village was looted.",10,1596481839,TCD
7173419,148,CHA1113,1113,20200729,2020,1,Protests,Peaceful protest,Protesters (Chad),Labour Group (Chad),6,,,0,60,Middle Africa,Chad,N'Djamena,N'Djamena,Ndjamena,NDjamena,12.1085,15.0482,1,Alwihda (Chad),National,"On 29 July 2020, former public service agents demonstrated in N'Djamena (N'Djamena, N'Djamena) over the non-payment of their salaries for the period from 2017 to 2019. [size=no report]",0,1596481840,TCD
7173286,148,CHA1114,1114,20200729,2020,1,Violence against civilians,Attack,Military Forces of Chad (1990-),,1,Civilians (Chad),,7,17,Middle Africa,Chad,N'Djamena,N'Djamena,Ndjamena,NDjamena,12.1085,15.0482,1,Tchad Hanana (Chad); Tchadinfos,National,"On 29 July 2020, the presidential guard shot and killed a civilian passing the presidential palace in N'Djamena (N'Djamena, N'Djamena). The reason for the shooting is not yet known.",1,1596481839,TCD
